lexeme,stratum,det_flag,diagnostic,op,sentence,flag,needs_realization
thereby,preposition,,right_mod,judgment,Something was right thereby.,,
thereby,preposition,,enough_postposed,judgment,Something was thereby enough.,,
thereby,preposition,,enough_preposed,judgment,Something was enough thereby.,,
thereby,preposition,,np_complement,both,Something was thereby something.,,
thereby,preposition,,gerund_gap_complement,judgment,Something was thereby doing.,,
thereby,preposition,,attributive,both,The thereby something happened.,,
thereby,preposition,,predicative_be,both,Something was thereby.,,
thereby,preposition,,postpositive,judgment,The something thereby happened.,note_postpositive,
thereby,preposition,,predeterminer_position,both,Thereby the something happened.,,
thereby,preposition,,determiner_function,both,Thereby something happened.,,
thereby,preposition,,fused_head,both,Someone saw thereby.,,
thereby,preposition,,partitive_of,both,Thereby of the somethings happened.,,
thereby,preposition,,un_prefix,both,Something was unthereby.,orthographic_un,
thereby,preposition,,ly_adverb_base,both,Something happened thereby+ly.,,morphology+ly
thereby,preposition,,ness_nominalization,both,The thereby+ness of something.,,morphology+ness
thereby,preposition,,seem_complement,both,Something seemed thereby.,,
thereby,preposition,,become_complement,both,Something became thereby.,,
thereby,preposition,,coordination_with_adj,judgment,Something was old and thereby.,,
thereby,preposition,,fronting_pp,judgment,"Thereby something, something happened.",,
thereby,preposition,,stranding,judgment,The something that something was thereby __,,
therefrom,preposition,,very_mod,both,Something was very therefrom.,,
therefrom,preposition,,too_mod,both,Something was too therefrom.,,
therefrom,preposition,,comparative_more,both,Something was more therefrom than something else.,,
therefrom,preposition,,inflectional_comparison,both,Something was therefrom+er than something else.,,morphology+er
therefrom,preposition,,right_mod,judgment,Something was right therefrom.,,
therefrom,preposition,,enough_postposed,judgment,Something was therefrom enough.,,
therefrom,preposition,,enough_preposed,judgment,Something was enough therefrom.,,
therefrom,preposition,,np_complement,both,Something was therefrom something.,,
therefrom,preposition,,gerund_gap_complement,judgment,Something was therefrom doing.,,
therefrom,preposition,,attributive,both,The therefrom something happened.,,
therefrom,preposition,,predicative_be,both,Something was therefrom.,,
therefrom,preposition,,postpositive,judgment,The something therefrom happened.,note_postpositive,
therefrom,preposition,,predeterminer_position,both,Therefrom the something happened.,,
therefrom,preposition,,determiner_function,both,Therefrom something happened.,,
therefrom,preposition,,fused_head,both,Someone saw therefrom.,,
therefrom,preposition,,partitive_of,both,Therefrom of the somethings happened.,,
therefrom,preposition,,un_prefix,both,Something was untherefrom.,orthographic_un,
therefrom,preposition,,ly_adverb_base,both,Something happened therefrom+ly.,,morphology+ly
therefrom,preposition,,ness_nominalization,both,The therefrom+ness of something.,,morphology+ness
therefrom,preposition,,seem_complement,both,Something seemed therefrom.,,
therefrom,preposition,,become_complement,both,Something became therefrom.,,
therefrom,preposition,,coordination_with_adj,judgment,Something was old and therefrom.,,
therefrom,preposition,,fronting_pp,judgment,"Therefrom something, something happened.",,
therefrom,preposition,,stranding,judgment,The something that something was therefrom __,,
therein,preposition,,very_mod,both,Something was very therein.,,
therein,preposition,,too_mod,both,Something was too therein.,,
therein,preposition,,comparative_more,both,Something was more therein than something else.,,
therein,preposition,,inflectional_comparison,both,Something was therein+er than something else.,,morphology+er
therein,preposition,,right_mod,judgment,Something was right therein.,,
therein,preposition,,enough_postposed,judgment,Something was therein enough.,,
therein,preposition,,enough_preposed,judgment,Something was enough therein.,,
therein,preposition,,np_complement,both,Something was therein something.,,
therein,preposition,,gerund_gap_complement,judgment,Something was therein doing.,,
therein,preposition,,attributive,both,The therein something happened.,,
therein,preposition,,predicative_be,both,Something was therein.,,
therein,preposition,,postpositive,judgment,The something therein happened.,note_postpositive,
therein,preposition,,predeterminer_position,both,Therein the something happened.,,
therein,preposition,,determiner_function,both,Therein something happened.,,
therein,preposition,,fused_head,both,Someone saw therein.,,
therein,preposition,,partitive_of,both,Therein of the somethings happened.,,
therein,preposition,,un_prefix,both,Something was untherein.,orthographic_un,
therein,preposition,,ly_adverb_base,both,Something happened therein+ly.,,morphology+ly
therein,preposition,,ness_nominalization,both,The therein+ness of something.,,morphology+ness
therein,preposition,,seem_complement,both,Something seemed therein.,,
therein,preposition,,become_complement,both,Something became therein.,,
therein,preposition,,coordination_with_adj,judgment,Something was old and therein.,,
therein,preposition,,fronting_pp,judgment,"Therein something, something happened.",,
therein,preposition,,stranding,judgment,The something that something was therein __,,
thereof,preposition,,very_mod,both,Something was very thereof.,,
thereof,preposition,,too_mod,both,Something was too thereof.,,
thereof,preposition,,comparative_more,both,Something was more thereof than something else.,,
thereof,preposition,,inflectional_comparison,both,Something was thereof+er than something else.,,morphology+er
thereof,preposition,,right_mod,judgment,Something was right thereof.,,
thereof,preposition,,enough_postposed,judgment,Something was thereof enough.,,
thereof,preposition,,enough_preposed,judgment,Something was enough thereof.,,
thereof,preposition,,np_complement,both,Something was thereof something.,,
thereof,preposition,,gerund_gap_complement,judgment,Something was thereof doing.,,
thereof,preposition,,attributive,both,The thereof something happened.,,
thereof,preposition,,predicative_be,both,Something was thereof.,,
thereof,preposition,,postpositive,judgment,The something thereof happened.,note_postpositive,
thereof,preposition,,predeterminer_position,both,Thereof the something happened.,,
thereof,preposition,,determiner_function,both,Thereof something happened.,,
thereof,preposition,,fused_head,both,Someone saw thereof.,,
thereof,preposition,,partitive_of,both,Thereof of the somethings happened.,,
thereof,preposition,,un_prefix,both,Something was unthereof.,orthographic_un,
thereof,preposition,,ly_adverb_base,both,Something happened thereof+ly.,,morphology+ly
thereof,preposition,,ness_nominalization,both,The thereof+ness of something.,,morphology+ness
thereof,preposition,,seem_complement,both,Something seemed thereof.,,
thereof,preposition,,become_complement,both,Something became thereof.,,
thereof,preposition,,coordination_with_adj,judgment,Something was old and thereof.,,
thereof,preposition,,fronting_pp,judgment,"Thereof something, something happened.",,
thereof,preposition,,stranding,judgment,The something that something was thereof __,,
thereon,preposition,,very_mod,both,Something was very thereon.,,
thereon,preposition,,too_mod,both,Something was too thereon.,,
thereon,preposition,,comparative_more,both,Something was more thereon than something else.,,
thereon,preposition,,inflectional_comparison,both,Something was thereon+er than something else.,,morphology+er
thereon,preposition,,right_mod,judgment,Something was right thereon.,,
thereon,preposition,,enough_postposed,judgment,Something was thereon enough.,,
thereon,preposition,,enough_preposed,judgment,Something was enough thereon.,,
thereon,preposition,,np_complement,both,Something was thereon something.,,
thereon,preposition,,gerund_gap_complement,judgment,Something was thereon doing.,,
thereon,preposition,,attributive,both,The thereon something happened.,,
thereon,preposition,,predicative_be,both,Something was thereon.,,
thereon,preposition,,postpositive,judgment,The something thereon happened.,note_postpositive,
thereon,preposition,,predeterminer_position,both,Thereon the something happened.,,
thereon,preposition,,determiner_function,both,Thereon something happened.,,
thereon,preposition,,fused_head,both,Someone saw thereon.,,
thereon,preposition,,partitive_of,both,Thereon of the somethings happened.,,
thereon,preposition,,un_prefix,both,Something was unthereon.,orthographic_un,
thereon,preposition,,ly_adverb_base,both,Something happened thereon+ly.,,morphology+ly
thereon,preposition,,ness_nominalization,both,The thereon+ness of something.,,morphology+ness
thereon,preposition,,seem_complement,both,Something seemed thereon.,,
thereon,preposition,,become_complement,both,Something became thereon.,,
thereon,preposition,,coordination_with_adj,judgment,Something was old and thereon.,,
thereon,preposition,,fronting_pp,judgment,"Thereon something, something happened.",,
thereon,preposition,,stranding,judgment,The something that something was thereon __,,
thereto,preposition,,very_mod,both,Something was very thereto.,,
thereto,preposition,,too_mod,both,Something was too thereto.,,
thereto,preposition,,comparative_more,both,Something was more thereto than something else.,,
thereto,preposition,,inflectional_comparison,both,Something was thereto+er than something else.,,morphology+er
thereto,preposition,,right_mod,judgment,Something was right thereto.,,
thereto,preposition,,enough_postposed,judgment,Something was thereto enough.,,
thereto,preposition,,enough_preposed,judgment,Something was enough thereto.,,
thereto,preposition,,np_complement,both,Something was thereto something.,,
thereto,preposition,,gerund_gap_complement,judgment,Something was thereto doing.,,
thereto,preposition,,attributive,both,The thereto something happened.,,
thereto,preposition,,predicative_be,both,Something was thereto.,,
thereto,preposition,,postpositive,judgment,The something thereto happened.,note_postpositive,
thereto,preposition,,predeterminer_position,both,Thereto the something happened.,,
thereto,preposition,,determiner_function,both,Thereto something happened.,,
thereto,preposition,,fused_head,both,Someone saw thereto.,,
thereto,preposition,,partitive_of,both,Thereto of the somethings happened.,,
thereto,preposition,,un_prefix,both,Something was unthereto.,orthographic_un,
thereto,preposition,,ly_adverb_base,both,Something happened thereto+ly.,,morphology+ly
thereto,preposition,,ness_nominalization,both,The thereto+ness of something.,,morphology+ness
thereto,preposition,,seem_complement,both,Something seemed thereto.,,
thereto,preposition,,become_complement,both,Something became thereto.,,
thereto,preposition,,coordination_with_adj,judgment,Something was old and thereto.,,
thereto,preposition,,fronting_pp,judgment,"Thereto something, something happened.",,
thereto,preposition,,stranding,judgment,The something that something was thereto __,,
therewith,preposition,,very_mod,both,Something was very therewith.,,
therewith,preposition,,too_mod,both,Something was too therewith.,,
therewith,preposition,,comparative_more,both,Something was more therewith than something else.,,
therewith,preposition,,inflectional_comparison,both,Something was therewith+er than something else.,,morphology+er
therewith,preposition,,right_mod,judgment,Something was right therewith.,,
therewith,preposition,,enough_postposed,judgment,Something was therewith enough.,,
therewith,preposition,,enough_preposed,judgment,Something was enough therewith.,,
therewith,preposition,,np_complement,both,Something was therewith something.,,
therewith,preposition,,gerund_gap_complement,judgment,Something was therewith doing.,,
therewith,preposition,,attributive,both,The therewith something happened.,,
therewith,preposition,,predicative_be,both,Something was therewith.,,
therewith,preposition,,postpositive,judgment,The something therewith happened.,note_postpositive,
therewith,preposition,,predeterminer_position,both,Therewith the something happened.,,
therewith,preposition,,determiner_function,both,Therewith something happened.,,
therewith,preposition,,fused_head,both,Someone saw therewith.,,
therewith,preposition,,partitive_of,both,Therewith of the somethings happened.,,
therewith,preposition,,un_prefix,both,Something was untherewith.,orthographic_un,
therewith,preposition,,ly_adverb_base,both,Something happened therewith+ly.,,morphology+ly
therewith,preposition,,ness_nominalization,both,The therewith+ness of something.,,morphology+ness
therewith,preposition,,seem_complement,both,Something seemed therewith.,,
therewith,preposition,,become_complement,both,Something became therewith.,,
therewith,preposition,,coordination_with_adj,judgment,Something was old and therewith.,,
therewith,preposition,,fronting_pp,judgment,"Therewith something, something happened.",,
therewith,preposition,,stranding,judgment,The something that something was therewith __,,
whereat,preposition,,very_mod,both,Something was very whereat.,,
whereat,preposition,,too_mod,both,Something was too whereat.,,
whereat,preposition,,comparative_more,both,Something was more whereat than something else.,,
whereat,preposition,,inflectional_comparison,both,Something was whereat+er than something else.,,morphology+er
whereat,preposition,,right_mod,judgment,Something was right whereat.,,
whereat,preposition,,enough_postposed,judgment,Something was whereat enough.,,
whereat,preposition,,enough_preposed,judgment,Something was enough whereat.,,
whereat,preposition,,np_complement,both,Something was whereat something.,,
whereat,preposition,,gerund_gap_complement,judgment,Something was whereat doing.,,
whereat,preposition,,attributive,both,The whereat something happened.,,
whereat,preposition,,predicative_be,both,Something was whereat.,,
whereat,preposition,,postpositive,judgment,The something whereat happened.,note_postpositive,
whereat,preposition,,predeterminer_position,both,Whereat the something happened.,,
whereat,preposition,,determiner_function,both,Whereat something happened.,,
whereat,preposition,,fused_head,both,Someone saw whereat.,,
whereat,preposition,,partitive_of,both,Whereat of the somethings happened.,,
whereat,preposition,,un_prefix,both,Something was unwhereat.,orthographic_un,
whereat,preposition,,ly_adverb_base,both,Something happened whereat+ly.,,morphology+ly
whereat,preposition,,ness_nominalization,both,The whereat+ness of something.,,morphology+ness
whereat,preposition,,seem_complement,both,Something seemed whereat.,,
whereat,preposition,,become_complement,both,Something became whereat.,,
whereat,preposition,,coordination_with_adj,judgment,Something was old and whereat.,,
whereat,preposition,,fronting_pp,judgment,"Whereat something, something happened.",,
whereat,preposition,,stranding,judgment,The something that something was whereat __,,
whereby,preposition,,very_mod,both,Something was very whereby.,,
whereby,preposition,,too_mod,both,Something was too whereby.,,
whereby,preposition,,comparative_more,both,Something was more whereby than something else.,,
whereby,preposition,,inflectional_comparison,both,Something was whereby+er than something else.,,morphology+er
whereby,preposition,,right_mod,judgment,Something was right whereby.,,
whereby,preposition,,enough_postposed,judgment,Something was whereby enough.,,
whereby,preposition,,enough_preposed,judgment,Something was enough whereby.,,
whereby,preposition,,np_complement,both,Something was whereby something.,,
whereby,preposition,,gerund_gap_complement,judgment,Something was whereby doing.,,
whereby,preposition,,attributive,both,The whereby something happened.,,
whereby,preposition,,predicative_be,both,Something was whereby.,,
whereby,preposition,,postpositive,judgment,The something whereby happened.,note_postpositive,
whereby,preposition,,predeterminer_position,both,Whereby the something happened.,,
whereby,preposition,,determiner_function,both,Whereby something happened.,,
whereby,preposition,,fused_head,both,Someone saw whereby.,,
whereby,preposition,,partitive_of,both,Whereby of the somethings happened.,,
whereby,preposition,,un_prefix,both,Something was unwhereby.,orthographic_un,
whereby,preposition,,ly_adverb_base,both,Something happened whereby+ly.,,morphology+ly
whereby,preposition,,ness_nominalization,both,The whereby+ness of something.,,morphology+ness
whereby,preposition,,seem_complement,both,Something seemed whereby.,,
whereby,preposition,,become_complement,both,Something became whereby.,,
whereby,preposition,,coordination_with_adj,judgment,Something was old and whereby.,,
whereby,preposition,,fronting_pp,judgment,"Whereby something, something happened.",,
whereby,preposition,,stranding,judgment,The something that something was whereby __,,
wherefrom,preposition,,very_mod,both,Something was very wherefrom.,,
wherefrom,preposition,,too_mod,both,Something was too wherefrom.,,
wherefrom,preposition,,comparative_more,both,Something was more wherefrom than something else.,,
wherefrom,preposition,,inflectional_comparison,both,Something was wherefrom+er than something else.,,morphology+er
wherefrom,preposition,,right_mod,judgment,Something was right wherefrom.,,
wherefrom,preposition,,enough_postposed,judgment,Something was wherefrom enough.,,
wherefrom,preposition,,enough_preposed,judgment,Something was enough wherefrom.,,
wherefrom,preposition,,np_complement,both,Something was wherefrom something.,,
wherefrom,preposition,,gerund_gap_complement,judgment,Something was wherefrom doing.,,
wherefrom,preposition,,attributive,both,The wherefrom something happened.,,
wherefrom,preposition,,predicative_be,both,Something was wherefrom.,,
wherefrom,preposition,,postpositive,judgment,The something wherefrom happened.,note_postpositive,
wherefrom,preposition,,predeterminer_position,both,Wherefrom the something happened.,,
wherefrom,preposition,,determiner_function,both,Wherefrom something happened.,,
wherefrom,preposition,,fused_head,both,Someone saw wherefrom.,,
wherefrom,preposition,,partitive_of,both,Wherefrom of the somethings happened.,,
wherefrom,preposition,,un_prefix,both,Something was unwherefrom.,orthographic_un,
wherefrom,preposition,,ly_adverb_base,both,Something happened wherefrom+ly.,,morphology+ly
wherefrom,preposition,,ness_nominalization,both,The wherefrom+ness of something.,,morphology+ness
wherefrom,preposition,,seem_complement,both,Something seemed wherefrom.,,
wherefrom,preposition,,become_complement,both,Something became wherefrom.,,
wherefrom,preposition,,coordination_with_adj,judgment,Something was old and wherefrom.,,
wherefrom,preposition,,fronting_pp,judgment,"Wherefrom something, something happened.",,
wherefrom,preposition,,stranding,judgment,The something that something was wherefrom __,,
wherein,preposition,,very_mod,both,Something was very wherein.,,
wherein,preposition,,too_mod,both,Something was too wherein.,,
wherein,preposition,,comparative_more,both,Something was more wherein than something else.,,
wherein,preposition,,inflectional_comparison,both,Something was wherein+er than something else.,,morphology+er
wherein,preposition,,right_mod,judgment,Something was right wherein.,,
wherein,preposition,,enough_postposed,judgment,Something was wherein enough.,,
wherein,preposition,,enough_preposed,judgment,Something was enough wherein.,,
wherein,preposition,,np_complement,both,Something was wherein something.,,
wherein,preposition,,gerund_gap_complement,judgment,Something was wherein doing.,,
wherein,preposition,,attributive,both,The wherein something happened.,,
wherein,preposition,,predicative_be,both,Something was wherein.,,
wherein,preposition,,postpositive,judgment,The something wherein happened.,note_postpositive,
wherein,preposition,,predeterminer_position,both,Wherein the something happened.,,
wherein,preposition,,determiner_function,both,Wherein something happened.,,
wherein,preposition,,fused_head,both,Someone saw wherein.,,
wherein,preposition,,partitive_of,both,Wherein of the somethings happened.,,
wherein,preposition,,un_prefix,both,Something was unwherein.,orthographic_un,
wherein,preposition,,ly_adverb_base,both,Something happened wherein+ly.,,morphology+ly
wherein,preposition,,ness_nominalization,both,The wherein+ness of something.,,morphology+ness
wherein,preposition,,seem_complement,both,Something seemed wherein.,,
wherein,preposition,,become_complement,both,Something became wherein.,,
wherein,preposition,,coordination_with_adj,judgment,Something was old and wherein.,,
wherein,preposition,,fronting_pp,judgment,"Wherein something, something happened.",,
wherein,preposition,,stranding,judgment,The something that something was wherein __,,
whereof,preposition,,very_mod,both,Something was very whereof.,,
whereof,preposition,,too_mod,both,Something was too whereof.,,
whereof,preposition,,comparative_more,both,Something was more whereof than something else.,,
whereof,preposition,,inflectional_comparison,both,Something was whereof+er than something else.,,morphology+er
whereof,preposition,,right_mod,judgment,Something was right whereof.,,
whereof,preposition,,enough_postposed,judgment,Something was whereof enough.,,
whereof,preposition,,enough_preposed,judgment,Something was enough whereof.,,
whereof,preposition,,np_complement,both,Something was whereof something.,,
whereof,preposition,,gerund_gap_complement,judgment,Something was whereof doing.,,
whereof,preposition,,attributive,both,The whereof something happened.,,
whereof,preposition,,predicative_be,both,Something was whereof.,,
whereof,preposition,,postpositive,judgment,The something whereof happened.,note_postpositive,
whereof,preposition,,predeterminer_position,both,Whereof the something happened.,,
whereof,preposition,,determiner_function,both,Whereof something happened.,,
whereof,preposition,,fused_head,both,Someone saw whereof.,,
whereof,preposition,,partitive_of,both,Whereof of the somethings happened.,,
whereof,preposition,,un_prefix,both,Something was unwhereof.,orthographic_un,
whereof,preposition,,ly_adverb_base,both,Something happened whereof+ly.,,morphology+ly
whereof,preposition,,ness_nominalization,both,The whereof+ness of something.,,morphology+ness
whereof,preposition,,seem_complement,both,Something seemed whereof.,,
whereof,preposition,,become_complement,both,Something became whereof.,,
whereof,preposition,,coordination_with_adj,judgment,Something was old and whereof.,,
whereof,preposition,,fronting_pp,judgment,"Whereof something, something happened.",,
whereof,preposition,,stranding,judgment,The something that something was whereof __,,
whereon,preposition,,very_mod,both,Something was very whereon.,,
whereon,preposition,,too_mod,both,Something was too whereon.,,
whereon,preposition,,comparative_more,both,Something was more whereon than something else.,,
whereon,preposition,,inflectional_comparison,both,Something was whereon+er than something else.,,morphology+er
whereon,preposition,,right_mod,judgment,Something was right whereon.,,
whereon,preposition,,enough_postposed,judgment,Something was whereon enough.,,
whereon,preposition,,enough_preposed,judgment,Something was enough whereon.,,
whereon,preposition,,np_complement,both,Something was whereon something.,,
whereon,preposition,,gerund_gap_complement,judgment,Something was whereon doing.,,
whereon,preposition,,attributive,both,The whereon something happened.,,
whereon,preposition,,predicative_be,both,Something was whereon.,,
whereon,preposition,,postpositive,judgment,The something whereon happened.,note_postpositive,
whereon,preposition,,predeterminer_position,both,Whereon the something happened.,,
whereon,preposition,,determiner_function,both,Whereon something happened.,,
whereon,preposition,,fused_head,both,Someone saw whereon.,,
whereon,preposition,,partitive_of,both,Whereon of the somethings happened.,,
whereon,preposition,,un_prefix,both,Something was unwhereon.,orthographic_un,
whereon,preposition,,ly_adverb_base,both,Something happened whereon+ly.,,morphology+ly
whereon,preposition,,ness_nominalization,both,The whereon+ness of something.,,morphology+ness
whereon,preposition,,seem_complement,both,Something seemed whereon.,,
whereon,preposition,,become_complement,both,Something became whereon.,,
whereon,preposition,,coordination_with_adj,judgment,Something was old and whereon.,,
whereon,preposition,,fronting_pp,judgment,"Whereon something, something happened.",,
whereon,preposition,,stranding,judgment,The something that something was whereon __,,
whereto,preposition,,very_mod,both,Something was very whereto.,,
whereto,preposition,,too_mod,both,Something was too whereto.,,
whereto,preposition,,comparative_more,both,Something was more whereto than something else.,,
whereto,preposition,,inflectional_comparison,both,Something was whereto+er than something else.,,morphology+er
whereto,preposition,,right_mod,judgment,Something was right whereto.,,
whereto,preposition,,enough_postposed,judgment,Something was whereto enough.,,
whereto,preposition,,enough_preposed,judgment,Something was enough whereto.,,
whereto,preposition,,np_complement,both,Something was whereto something.,,
whereto,preposition,,gerund_gap_complement,judgment,Something was whereto doing.,,
whereto,preposition,,attributive,both,The whereto something happened.,,
whereto,preposition,,predicative_be,both,Something was whereto.,,
whereto,preposition,,postpositive,judgment,The something whereto happened.,note_postpositive,
whereto,preposition,,predeterminer_position,both,Whereto the something happened.,,
whereto,preposition,,determiner_function,both,Whereto something happened.,,
whereto,preposition,,fused_head,both,Someone saw whereto.,,
whereto,preposition,,partitive_of,both,Whereto of the somethings happened.,,
whereto,preposition,,un_prefix,both,Something was unwhereto.,orthographic_un,
whereto,preposition,,ly_adverb_base,both,Something happened whereto+ly.,,morphology+ly
whereto,preposition,,ness_nominalization,both,The whereto+ness of something.,,morphology+ness
whereto,preposition,,seem_complement,both,Something seemed whereto.,,
whereto,preposition,,become_complement,both,Something became whereto.,,
whereto,preposition,,coordination_with_adj,judgment,Something was old and whereto.,,
whereto,preposition,,fronting_pp,judgment,"Whereto something, something happened.",,
whereto,preposition,,stranding,judgment,The something that something was whereto __,,
wherewith,preposition,,very_mod,both,Something was very wherewith.,,
wherewith,preposition,,too_mod,both,Something was too wherewith.,,
wherewith,preposition,,comparative_more,both,Something was more wherewith than something else.,,
wherewith,preposition,,inflectional_comparison,both,Something was wherewith+er than something else.,,morphology+er
wherewith,preposition,,right_mod,judgment,Something was right wherewith.,,
wherewith,preposition,,enough_postposed,judgment,Something was wherewith enough.,,
wherewith,preposition,,enough_preposed,judgment,Something was enough wherewith.,,
wherewith,preposition,,np_complement,both,Something was wherewith something.,,
wherewith,preposition,,gerund_gap_complement,judgment,Something was wherewith doing.,,
wherewith,preposition,,attributive,both,The wherewith something happened.,,
wherewith,preposition,,predicative_be,both,Something was wherewith.,,
wherewith,preposition,,postpositive,judgment,The something wherewith happened.,note_postpositive,
wherewith,preposition,,predeterminer_position,both,Wherewith the something happened.,,
wherewith,preposition,,determiner_function,both,Wherewith something happened.,,
wherewith,preposition,,fused_head,both,Someone saw wherewith.,,
wherewith,preposition,,partitive_of,both,Wherewith of the somethings happened.,,
wherewith,preposition,,un_prefix,both,Something was unwherewith.,orthographic_un,
wherewith,preposition,,ly_adverb_base,both,Something happened wherewith+ly.,,morphology+ly
wherewith,preposition,,ness_nominalization,both,The wherewith+ness of something.,,morphology+ness
wherewith,preposition,,seem_complement,both,Something seemed wherewith.,,
wherewith,preposition,,become_complement,both,Something became wherewith.,,
wherewith,preposition,,coordination_with_adj,judgment,Something was old and wherewith.,,
wherewith,preposition,,fronting_pp,judgment,"Wherewith something, something happened.",,
wherewith,preposition,,stranding,judgment,The something that something was wherewith __,,
hereabouts,preposition,,very_mod,both,Something was very hereabouts.,,
hereabouts,preposition,,too_mod,both,Something was too hereabouts.,,
hereabouts,preposition,,comparative_more,both,Something was more hereabouts than something else.,,
hereabouts,preposition,,inflectional_comparison,both,Something was hereabouts+er than something else.,,morphology+er
hereabouts,preposition,,right_mod,judgment,Something was right hereabouts.,,
hereabouts,preposition,,enough_postposed,judgment,Something was hereabouts enough.,,
hereabouts,preposition,,enough_preposed,judgment,Something was enough hereabouts.,,
hereabouts,preposition,,np_complement,both,Something was hereabouts something.,,
hereabouts,preposition,,gerund_gap_complement,judgment,Something was hereabouts doing.,,
hereabouts,preposition,,attributive,both,The hereabouts something happened.,,
hereabouts,preposition,,predicative_be,both,Something was hereabouts.,,
hereabouts,preposition,,postpositive,judgment,The something hereabouts happened.,note_postpositive,
hereabouts,preposition,,predeterminer_position,both,Hereabouts the something happened.,,
hereabouts,preposition,,determiner_function,both,Hereabouts something happened.,,
hereabouts,preposition,,fused_head,both,Someone saw hereabouts.,,
hereabouts,preposition,,partitive_of,both,Hereabouts of the somethings happened.,,
hereabouts,preposition,,un_prefix,both,Something was unhereabouts.,orthographic_un,
hereabouts,preposition,,ly_adverb_base,both,Something happened hereabouts+ly.,,morphology+ly
hereabouts,preposition,,ness_nominalization,both,The hereabouts+ness of something.,,morphology+ness
hereabouts,preposition,,seem_complement,both,Something seemed hereabouts.,,
hereabouts,preposition,,become_complement,both,Something became hereabouts.,,
hereabouts,preposition,,coordination_with_adj,judgment,Something was old and hereabouts.,,
hereabouts,preposition,,fronting_pp,judgment,"Hereabouts something, something happened.",,
hereabouts,preposition,,stranding,judgment,The something that something was hereabouts __,,
thereabouts,preposition,,very_mod,both,Something was very thereabouts.,,
thereabouts,preposition,,too_mod,both,Something was too thereabouts.,,
thereabouts,preposition,,comparative_more,both,Something was more thereabouts than something else.,,
thereabouts,preposition,,inflectional_comparison,both,Something was thereabouts+er than something else.,,morphology+er
thereabouts,preposition,,right_mod,judgment,Something was right thereabouts.,,
thereabouts,preposition,,enough_postposed,judgment,Something was thereabouts enough.,,
thereabouts,preposition,,enough_preposed,judgment,Something was enough thereabouts.,,
thereabouts,preposition,,np_complement,both,Something was thereabouts something.,,
thereabouts,preposition,,gerund_gap_complement,judgment,Something was thereabouts doing.,,
thereabouts,preposition,,attributive,both,The thereabouts something happened.,,
thereabouts,preposition,,predicative_be,both,Something was thereabouts.,,
thereabouts,preposition,,postpositive,judgment,The something thereabouts happened.,note_postpositive,
thereabouts,preposition,,predeterminer_position,both,Thereabouts the something happened.,,
thereabouts,preposition,,determiner_function,both,Thereabouts something happened.,,
thereabouts,preposition,,fused_head,both,Someone saw thereabouts.,,
thereabouts,preposition,,partitive_of,both,Thereabouts of the somethings happened.,,
thereabouts,preposition,,un_prefix,both,Something was unthereabouts.,orthographic_un,
thereabouts,preposition,,ly_adverb_base,both,Something happened thereabouts+ly.,,morphology+ly
thereabouts,preposition,,ness_nominalization,both,The thereabouts+ness of something.,,morphology+ness
thereabouts,preposition,,seem_complement,both,Something seemed thereabouts.,,
thereabouts,preposition,,become_complement,both,Something became thereabouts.,,
thereabouts,preposition,,coordination_with_adj,judgment,Something was old and thereabouts.,,
thereabouts,preposition,,fronting_pp,judgment,"Thereabouts something, something happened.",,
thereabouts,preposition,,stranding,judgment,The something that something was thereabouts __,,
whereabouts,preposition,,very_mod,both,Something was very whereabouts.,,
whereabouts,preposition,,too_mod,both,Something was too whereabouts.,,
whereabouts,preposition,,comparative_more,both,Something was more whereabouts than something else.,,
whereabouts,preposition,,inflectional_comparison,both,Something was whereabouts+er than something else.,,morphology+er
whereabouts,preposition,,right_mod,judgment,Something was right whereabouts.,,
whereabouts,preposition,,enough_postposed,judgment,Something was whereabouts enough.,,
whereabouts,preposition,,enough_preposed,judgment,Something was enough whereabouts.,,
whereabouts,preposition,,np_complement,both,Something was whereabouts something.,,
whereabouts,preposition,,gerund_gap_complement,judgment,Something was whereabouts doing.,,
whereabouts,preposition,,attributive,both,The whereabouts something happened.,,
whereabouts,preposition,,predicative_be,both,Something was whereabouts.,,
whereabouts,preposition,,postpositive,judgment,The something whereabouts happened.,note_postpositive,
whereabouts,preposition,,predeterminer_position,both,Whereabouts the something happened.,,
whereabouts,preposition,,determiner_function,both,Whereabouts something happened.,,
whereabouts,preposition,,fused_head,both,Someone saw whereabouts.,,
whereabouts,preposition,,partitive_of,both,Whereabouts of the somethings happened.,,
whereabouts,preposition,,un_prefix,both,Something was unwhereabouts.,orthographic_un,
whereabouts,preposition,,ly_adverb_base,both,Something happened whereabouts+ly.,,morphology+ly
whereabouts,preposition,,ness_nominalization,both,The whereabouts+ness of something.,,morphology+ness
whereabouts,preposition,,seem_complement,both,Something seemed whereabouts.,,
whereabouts,preposition,,become_complement,both,Something became whereabouts.,,
whereabouts,preposition,,coordination_with_adj,judgment,Something was old and whereabouts.,,
whereabouts,preposition,,fronting_pp,judgment,"Whereabouts something, something happened.",,
whereabouts,preposition,,stranding,judgment,The something that something was whereabouts __,,
here,preposition,,very_mod,both,Something was very here.,,
here,preposition,,too_mod,both,Something was too here.,,
here,preposition,,comparative_more,both,Something was more here than something else.,,
here,preposition,,inflectional_comparison,both,Something was here+er than something else.,,morphology+er
here,preposition,,right_mod,judgment,Something was right here.,,
